#mpa_vJan25_CHOCOPhlAnSGB_202503
#/home/gamaliellysandergl.c/software/miniforge3/envs/metaphlan4/bin/metaphlan --input_type fastq /work/ebg_lab/eb/AIWIP_GOWN_metagenome/100_denitrificationindex/10_trimnfiltering/01_trimmed/19GWC19041-C15-GOWN150_1.clean.corrected.fastq.gz,/work/ebg_lab/eb/AIWIP_GOWN_metagenome/100_denitrificationindex/10_trimnfiltering/01_trimmed/19GWC19041-C15-GOWN150_2.clean.corrected.fastq.gz -t rel_ab_w_read_stats --db_dir /home/gamaliellysandergl.c/database/metaphlan --index mpa_vJan25_CHOCOPhlAnSGB_202503 --mapout /scratch/39035758/19GWC19041-C15-GOWN150.bowtie2.bz2 --tmp_dir /scratch/39035758/tmp --nproc 10 -o 19GWC19041-C15-GOWN150_mpa_vJan25_CHOCOPhlAnSGB_202503.mp4.txt
#127121536 reads processed
#SampleID	Metaphlan_Analysis
#Estimated reads mapped to known clades: 43749121
#clade_name	clade_taxid	relative_abundance	coverage	estimated_number_of_reads_from_the_clade
UNCLASSIFIED	-1	65.58481	-	83372415
k__Bacteria	2	34.41519224563177	11.571064542402082	43749121
k__Bacteria|p__Pseudomonadota	2|1224	32.66042009885382	10.981075630712398	40966912
k__Bacteria|p__Nitrospirota	2|40117	0.9336428673932953	0.3139089689416965	1318629
k__Bacteria|p__Acidobacteriota	2|57723	0.4487775484022628	0.15088805037961373	752116
k__Bacteria|p__Thermomicrobiota	2|3027942	0.1032386936984462	0.03471045598293526	115235
k__Bacteria|p__Campylobacterota	2|29547	0.07145626365960525	0.024025262459226263	63071
k__Bacteria|p__Chloroflexota	2|200795	0.07129795377527534	0.023971623433194787	171654
k__Bacteria|p__Bacteroidota	2|976	0.044932474995896844	0.015107366183808296	106840
k__Bacteria|p__Thermodesulfobacteriota	2|200940	0.04247523026955873	0.01428054656912543	153009
k__Bacteria|p__Actinomycetota	2|201174	0.023447070476948925	0.007883591910761685	60258
k__Bacteria|p__Firmicutes	2|1239	0.01323608293766998	0.004450310012949741	21348
k__Bacteria|p__Candidatus_Cloacimonadota	2|456828	0.001111610709533906	0.0003733893558806007	3466
k__Bacteria|p__Myxococcota	2|2818505	0.0008500552484671047	0.0002857649328556732	8856
k__Bacteria|p__Candidatus_Omnitrophota	2|67812	0.00030973673021068593	0.0001035815276355408	7727
k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria	2|1224|28216	14.505070879823935	4.876890578888051	18033535
k__Bacteria|p__Pseudomonadota|c__CFGB90334	2|1224|	10.362035818045024	3.4839200833572384	10230189
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria	2|1224|28211	3.935552750768446	1.3232101835600212	8029831
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria	2|1224|1236	2.834211534600636	0.9529174724801064	3257855
k__Bacteria|p__Nitrospirota|c__Nitrospiria	2|40117|203693	0.8641069714609961	0.29052921037949136	1260191
k__Bacteria|p__Pseudomonadota|c__CFGB8809	2|1224|	0.7495422379945126	0.2520113609557256	1030424
k__Bacteria|p__Acidobacteriota|c__Vicinamibacteria	2|57723|1813735	0.4487775484022628	0.15088805037961373	752116
k__Bacteria|p__Pseudomonadota|c__CFGB33292	2|1224|	0.2735216234106076	0.09196358934527461	368617
k__Bacteria|p__Thermomicrobiota|c__CFGB2607	2|3027942|	0.1032386936984462	0.03471045598293526	115235
k__Bacteria|p__Campylobacterota|c__Epsilonproteobacteria	2|29547|3031852	0.07145626365960525	0.024025262459226263	63071
k__Bacteria|p__Nitrospirota|c__CFGB5004	2|40117|	0.06766026795491206	0.0227490887070877	47872
k__Bacteria|p__Chloroflexota|c__Chloroflexota_unclassified	2|200795|	0.05733226876199796	0.019276603786440433	150702
k__Bacteria|p__Bacteroidota|c__Chitinophagia	2|976|1853228	0.016457344931861115	0.005533113402533555	27978
k__Bacteria|p__Bacteroidota|c__Cytophagia	2|976|768503	0.015190865857221863	0.00510784020385098	44505
k__Bacteria|p__Firmicutes|c__CFGB8996	2|1239|	0.012854074303743466	0.004321994670712124	13550
k__Bacteria|p__Thermodesulfobacteriota|c__CFGB26517	2|200940|	0.012447975035245012	0.004184829513331048	20700
k__Bacteria|p__Thermodesulfobacteriota|c__CFGB2255	2|200940|	0.011398311671753241	0.0038322406052166084	58410
k__Bacteria|p__Actinomycetota|c__CFGB11714	2|201174|	0.01043124476965099	0.003507049194899622	15795
k__Bacteria|p__Chloroflexota|c__CFGB91799	2|200795|	0.008875678080148434	0.0029841174384847976	10164
k__Bacteria|p__Thermodesulfobacteriota|c__CFGB40977	2|200940|	0.008593473503734253	0.002889156296008318	14184
k__Bacteria|p__Bacteroidota|c__Flavobacteriia	2|976|117743	0.008132309927642788	0.0027340379033659367	26142
k__Bacteria|p__Thermodesulfobacteriota|c__CFGB34348	2|200940|	0.007292579236849372	0.002452247415866728	27834
k__Bacteria|p__Actinomycetota|c__Actinomycetes	2|201174|1760	0.005513313797750209	0.0018532044451796915	12657
k__Bacteria|p__Bacteroidota|c__CFGB90425	2|976|	0.005151954279171076	0.0017323746740578257	8215
k__Bacteria|p__Chloroflexota|c__CFGB12167	2|200795|	0.004635726395486599	0.0015584339310047287	4622
k__Bacteria|p__Actinomycetota|c__Thermoleophilia	2|201174|1497346	0.0037787881085703683	0.0012708200000384551	19608
k__Bacteria|p__Actinomycetota|c__CFGB33775	2|201174|	0.00316275616737356	0.0010630725839368615	8373
