#mpa_vJan25_CHOCOPhlAnSGB_202503
#/home/gamaliellysandergl.c/software/miniforge3/envs/metaphlan4/bin/metaphlan --input_type fastq /work/ebg_lab/eb/AIWIP_GOWN_metagenome/100_denitrificationindex/10_trimnfiltering/01_trimmed/19GWE00515-E9-GOWN33_1.clean.corrected.fastq.gz,/work/ebg_lab/eb/AIWIP_GOWN_metagenome/100_denitrificationindex/10_trimnfiltering/01_trimmed/19GWE00515-E9-GOWN33_2.clean.corrected.fastq.gz -t rel_ab_w_read_stats --db_dir /home/gamaliellysandergl.c/database/metaphlan --index mpa_vJan25_CHOCOPhlAnSGB_202503 --mapout /scratch/39035758/19GWE00515-E9-GOWN33.bowtie2.bz2 --tmp_dir /scratch/39035758/tmp --nproc 10 -o 19GWE00515-E9-GOWN33_mpa_vJan25_CHOCOPhlAnSGB_202503.mp4.txt
#76842190 reads processed
#SampleID	Metaphlan_Analysis
#Estimated reads mapped to known clades: 41251814
#clade_name	clade_taxid	relative_abundance	coverage	estimated_number_of_reads_from_the_clade
UNCLASSIFIED	-1	46.31619	-	35590376
k__Bacteria	2	38.48760786692779	7.036294291494337	34036580
k__Archaea	2157	15.196200468050689	2.778164948900564	7215234
k__Bacteria|p__Pseudomonadota	2|1224	38.26717678152353	6.995994436893805	33801773
k__Archaea|p__Methanobacteriota	2157|28890	15.196200468050689	2.778164948900564	7215234
k__Bacteria|p__Bacteroidota	2|976	0.15833502430318552	0.02894671790564454	122120
k__Bacteria|p__Firmicutes	2|1239	0.03172713072597228	0.005800714269118464	52879
k__Bacteria|p__Thermodesulfobacteriota	2|200940	0.027180112159999603	0.004969011386046791	56035
k__Bacteria|p__Chloroflexota	2|200795	0.0031888182150977217	0.0005834110397221563	3773
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria	2|1224|1236	37.88320871078843	6.925798334663079	33077479
k__Archaea|p__Methanobacteriota|c__Methanobacteria	2157|28890|183925	13.731512914962469	2.5103910929625664	6417742
k__Archaea|p__Methanobacteriota|c__Methanomicrobia	2157|28890|224756	1.4646875530882189	0.26777385593799796	797492
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria	2|1224|28211	0.3447520487463983	0.0630270869035618	282057
k__Bacteria|p__Bacteroidota|c__CFGB87134	2|976|	0.13223932507155248	0.024176109612891548	71955
k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria	2|1224|28216	0.03921602198870178	0.007169015327164466	442237
k__Bacteria|p__Firmicutes|c__CFGB8996	2|1239|	0.02487170840159553	0.0045474066936051815	27648
k__Bacteria|p__Thermodesulfobacteriota|c__CFGB2255	2|200940|	0.024163082131573813	0.004417883079262361	38436
k__Bacteria|p__Bacteroidota|c__Bacteroidia	2|976|200643	0.017490184755535987	0.0031977056251589055	18553
k__Bacteria|p__Firmicutes|c__CFGB40289	2|1239|	0.006855422324376752	0.0012533075755132828	25231
k__Bacteria|p__Bacteroidota|c__Flavobacteriia	2|976|117743	0.005030172840987483	0.0009191805339798943	14314
k__Bacteria|p__Bacteroidota|c__Cytophagia	2|976|768503	0.0035753416351095666	0.0006537221336141908	17298
k__Bacteria|p__Chloroflexota|c__CFGB23707	2|200795|	0.0031888182150977217	0.0005834110397221563	3773
k__Bacteria|p__Thermodesulfobacteriota|c__Desulfovibrionia	2|200940|3031449	0.002678822035915426	0.0004897659815847781	10430
k__Bacteria|p__Thermodesulfobacteriota|c__Desulfobulbia	2|200940|3031451	0.0003382079925103644	6.136232519965206e-05	7169
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Methylococcales	2|1224|1236|135618	29.926285901852093	5.471115317068926	28137493
k__Archaea|p__Methanobacteriota|c__Methanobacteria|o__Methanobacteriales	2157|28890|183925|2158	13.731512914962469	2.5103910929625664	6417742
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Thiotrichales	2|1224|1236|72273	6.833846801806924	1.2493618338984815	4080238
k__Archaea|p__Methanobacteriota|c__Methanomicrobia|o__Methanomicrobiales	2157|28890|224756|2191	1.4646875530882189	0.26777385593799796	797492
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales	2|1224|1236|72274	1.0176141656553515	0.1860399909781429	801365
