"","Kingdom","Phylum","Class","Order","Family","Genus","C1","C10","C12","C13","C15","C17","C18","C19","C20","C21","C3","C4","C5","C8","C9","E1","E10","E2","E6","E9","OTUs"
"28","d__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Pseudomonadales","f__Pseudomonadaceae","g__Pseudomonas_E",0.0062465432534428,0.141515642713705,0.0141955624056127,0,0,0.0422,0.0015218853059782,0,0,0.0171167589781316,0,0.0659430936378872,0.0007561367927764,0,0.0456863213420302,17.4288516860258,1.76907744842069,0.0309643899326952,0,0,"aOTU_28"
"29","d__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Burkholderiales","f__Thiobacillaceae","g__Thiobacillus",0.0079494422816429,0.201672826249094,0.293396990627763,0.0430332896152837,0.0033279490901525,0.00233,0.0411039666545975,0.000730389852289,0.337486511892101,0,0,0,0.0001596810618285,0,0,0,1.67371247618246,0,0.153399616806951,0,"aOTU_29"
"30","d__Bacteria","p__Pseudomonadota","c__Alphaproteobacteria","o__Reyranellales","f__Reyranellaceae","g__Reyranella",0.0044739801740892,0,0.195812827641566,0.0127333455799441,0.0538150361144944,0,0.105186441920489,0.0002729739851989,0,0.0043612737518449,0,0.0140963495809628,0.0277469327436239,0,0.0091780952530909,0,0.0011972950860462,0,0.0146504476754966,0,"aOTU_30"
"31","d__Bacteria","p__Actinomycetota","c__Actinomycetes","o__Propionibacteriales","f__Propionibacteriaceae","g__Cutibacterium",0.0029181496983246,0,0.0041446415032918,0,0.0055133137977502,0,0.0002743312568716,0,0,0.0050242802674969,0,0.0005954794462671,0.0041704936148168,0,0,0,0.006642336374802,0,0,0,"aOTU_31"
"32","d__Bacteria","p__Nitrospirota","c__Thermodesulfovibrionia","o__Thermodesulfovibrionales","f__UBA1546","g__SCSY01",0.0027788215960173,0,0.0355665767280089,0.0193221746119493,0.0005368769990318,0,0.919884957863276,0,0.0542384099202258,0.0288481736308793,0,0,0.0003898096509344,0,0,0,0.32525958324729,0,0.0819505104510672,0,"aOTU_32"
"33","d__Bacteria","p__Patescibacteria","c__Paceibacteria","o__JAHIHE01","f__JAHIHE01","g__JAHIHE01",0.0024305013402491,0,0,0,0,0,0,0,0,0.0323648530952694,0,0,0,0,0,0,0,0,0,0,"aOTU_33"
"34","d__Bacteria","p__Bacillota_D","c__Dethiobacteria","o__Dethiobacterales","f__Dethiobacteraceae","g__UBA7523",0.0023995395397364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"aOTU_34"
"35","d__Bacteria","p__Desulfobacterota","c__Syntrophia","o__Syntrophales","f__UBA5619","g__JAHJXP01",0.0022911732379418,0,0.0490614501394447,0.0067838930494,0.0094676193867733,0,0.0277139886406257,0.0031797780438039,0.269591335206338,0,0,0,0.0104591095497715,0,0,0,0.21028018241994,0,0.0582338045751297,0.0115044401261858,"aOTU_35"
"36","d__Bacteria","p__Bacillota_B","c__TC1","o__TC1","f__TC1","g__WTXA01",0.0020279979335836,0,0,0,0,0,0,0,0,0,0,0,0.0002301285891058,0,0,0,0,0,0,0,"aOTU_36"
"37","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Flavobacteriales","f__Flavobacteriaceae","g__Lutibacter",0.0019196316317891,0.561493558971787,0,0.0314161436904325,0.0066696642572034,0.09733,0.0642588310738806,0.0225904416940319,0,0,3.96372443079715,0.0004678767077813,7.98405309142868e-05,0.204834735527345,0.179594198506566,0.200487416918132,0.211455150324894,0.205455112055495,0.105064639044276,0.0050301728409874,"aOTU_37"
"38","d__Bacteria","p__Actinomycetota","c__Actinomycetes","o__Mycobacteriales","f__Mycobacteriaceae","g__Rhodococcus",0.00238405863948,0,0.0010807797221502,0,0,0,0,0,0,0,0,0,0.017226768670212,0.0129992191124531,0,0.0024758604819413,0.0568729120360148,0,0.004779219822556,0,"aOTU_38"
"39","d__Bacteria","p__Bacteroidota","c__UBA10030","o__UBA10030","f__BY39","g__JAHJRJ01",0.0014087619233291,0,0.001821130357507,0.0015894105121065,0.005151954279171,0,0,0.0028625380069511,0.0083184917925063,0,0,0,0,0,0.0027161481116497,0,0,0,0.011789355539183,0,"aOTU_39"
"40","d__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Methylococcales","f__Methylomonadaceae","g__JABFRC01",0.00127717427115,0.0301713860129012,0,0.0215003894728589,0,19.0767,0,0.784792829771704,0,0,5.80433191884212,0.0022317969162617,0,0.0016002181725649,12.149676679149,0.068410761928398,0.0063492921229725,1.07850007138396,0,0,"aOTU_40"
"41","d__Bacteria","p__Nitrospirota","c__Nitrospiria","o__Nitrospirales","f__Nitrospiraceae","g__Nitrospira_D",0.0010139989667918,0.0007865416974657,0.089565901194342,0.0837221987252103,0.0116392180174726,0,0.587258308906438,0,0.0088469426099804,0,0,0,0,0,0,0,0,0,0.739307127988762,0,"aOTU_41"
"42","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Cytophagales","f__Cyclobacteriaceae","g__Algoriphagus",0.0007817854629463,0.334704423686763,0,0.0114256942040747,0.0063220708155225,0,1.02273958410036,3.68883763782364e-05,0,0,0,0,0.0090501590042253,2.01724864721344,0.0727412868463061,0.170099252725255,0,0.0722816675041106,0.319917939036356,0.0029579778392573,"aOTU_42"
"43","d__Bacteria","p__Desulfobacterota","c__UBA8473","o__UBA8473","f__UBA8473","g__UBA8473",0.0006734191611518,0,0.015035067143919,0.0140951814050899,0.0015039439011341,0,0.0105682850861495,0,0.0093277714061124,0,0.0001349097530313,0,0.0030104576656504,0,0,0,0.0003544439998318,0,0.0077461079703411,0,"aOTU_43"
"44","d__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Pseudomonadales","f__Pseudomonadaceae","g__Stutzerimonas",0.0006424573606391,0,0.0022210519060702,0,0.000220257230372,0,0.0019203187981013,0,0,0,0,0,0,0,0.0830999301348527,0,0,0,0,0,"aOTU_44"
"45","d__Bacteria","p__Actinomycetota","c__Thermoleophilia","o__Miltoncostaeales","f__Miltoncostaeaceae","g__Miltoncostaea",0.0005805337596136,0,0.0071093491814838,0.0028573266251732,0.0037787881085703,0,0.0002286093807263,0,0,0,0,0,0,0,0,0,0.0002232718109177,0,5.05980924428457e-05,0,"aOTU_45"
"46","d__Bacteria","p__Desulfobacterota","c__Desulfobacteria","o__Desulfobacterales","f__Desulfosarcinaceae","g__Desulfatitalea",0.0005186101585881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"aOTU_46"
"47","d__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Burkholderiales","f__Burkholderiaceae","g__Acidovorax",0.00059601465987,0.0102780673500305,0,0,0,0,0.135813567241228,0,0.0015346580426064,0.0149377057164981,0.003617267753153,0,0.169449785611027,0,0.0621341071292426,5.72821191194662e-05,0,0.0008827379360829,0.0320101932099784,0,"aOTU_47"
"48","d__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Burkholderiales","f__Burkholderiaceae","g__Giesbergeria",0.0003870225064091,0.0004772275467769,0,0,0,0,0.0259700256505132,0,0.0013364889860536,0,0,0,0.0118962391062287,0,0,0,0.0058999576035006,0,0.0292778962180648,0,"aOTU_48"
"49","d__Bacteria","p__Pseudomonadota","c__Alphaproteobacteria","o__Rhizobiales","f__Rhizobiaceae","g__Hoeflea",0.00034057980564,0,0,0,0,0,0,0,0,0,0,0,0,0.0001838548538691,0,0,0,0,0,0,"aOTU_49"
"50","d__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Burkholderiales","f__Sulfuriferulaceae","g__Sulfuriferula",0.0002631753043581,0,6.30794275466748,0.0009608709005007,0.0468700503193259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"aOTU_50"
"51","d__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Burkholderiales","f__Thiobacillaceae","g__PFJX01",0.0001625494526918,0.109541397079646,0.89351067304618,0,0.691951855290672,0.00308,0,0,0,0.0055627091257494,0,0,0,0,0,0,0,1.98512335336847,0,0,"aOTU_51"
"52","d__Bacteria","p__Pseudomonadota","c__Alphaproteobacteria","o__Rhizobiales","f__Xanthobacteraceae","g__Bradyrhizobium",0.0001548090025636,0.0003446643393389,0.712825456377953,0.0038904434580425,0.385907875207943,0,0.472398424332928,0,0,0,0,0.0307172317723608,0.0326688666493987,0,0,0.0223432087965428,0.0171109934092063,0,0.0145308521842681,0,"aOTU_52"
"53","d__Bacteria","p__Pseudomonadota","c__Alphaproteobacteria","o__Rhodobacterales","f__Rhodobacteraceae","g__Pseudotabrizicola",0.0001470685524354,0.583030661406889,0,0.120502602894002,0,0.00932,0,0,0.0052967977286356,0,0,0,0,0,0,0.0112591187469261,0,0.0290789302633919,0,0.344752048746398,"aOTU_53"
"54","d__Bacteria","p__Desulfobacterota","c__Syntrophia","o__Syntrophales","f__UBA5619","g__UBA5619",0.000131587652179,0,0.0413968379814433,0.0318929668440644,0.0019272507657553,0,0.303103380360178,0,0.0733671005573983,0.116551900183049,0,0,0.0040718670766286,0,0,0,0.758239442569468,0,0.0232935218300518,0.0126586420053879,"aOTU_54"
"55","d__Bacteria","p__Riflebacteria","c__Ozemobacteria","o__Ozemobacterales","f__Ozemobacteraceae","g__Rifleibacterium",0.000131587652179,0,0,0,0,0,0,0,0.0008925288516059,0,0,0,0,0.0913350057387814,0,0,0,0,0.0020239236977138,0.0068554223243767,"aOTU_55"
"56","d__Bacteria","p__Desulfobacterota","c__Desulfovibrionia","o__Desulfovibrionales","f__Desulfovibrionaceae","g__Pseudodesulfovibrio",1.54809002563641e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"aOTU_56"
"57","d__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Burkholderiales","f__Burkholderiaceae","g__Rhodoferax",0,0,1.857906614291,0.0113101007122851,4.09161532304471,7.18473,0.871080120926497,0.0007820335792186,0.0003256731782107,0,7.200504521104,0.000813154706037,0,0.0154642360421063,0.357617291732865,0,0.125537366586121,0.604204121299479,0.0247792658172372,0,"aOTU_57"
"58","d__Bacteria","p__Pseudomonadota","c__Alphaproteobacteria","o__Rhodobacterales","f__Rhodobacteraceae","g__UBA6213",0,0.576976941600552,0.110150292966672,0,1.1682271422972,0.001,0,0,0,0,0.404324529834957,0,0,0,0,0,0,0,0,0,"aOTU_58"
"59","d__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Methylococcales","f__Methylomonadaceae","g__Methylobacter_A",0,54.5429814620858,0.0103616037582295,0.109560956436796,0.0056475330475081,13.64836,0.0006727647489946,2.27233874024991,0.0005714642561057,0,0.119580632343163,0.0001150926660852,0,0,0.728744313615831,0.0763634294661505,0.216222003487988,15.8440061066157,0.0043882345627704,0,"aOTU_59"
"60","d__Bacteria","p__Pseudomonadota","c__Alphaproteobacteria","o__Sphingomonadales","f__Sphingomonadaceae","g__Novosphingobium",0,0,0,0.0021457041913437,0,0,0.0389485067791777,0,0,0.254316841638386,0.0847739160610747,5.0040289602282e-05,0.482598437362316,0,0.0116279543341868,0,0,0,0,0,"aOTU_60"
"61","d__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Pseudomonadales","f__Halomonadaceae","g__Vreelandella",0,0,0,0,0,0,0,0,0,0,0.067050147256581,0,0.739257565240837,0.002281162075784,0.0111220051761344,0.0306522984088165,0.0623095806318611,0,0,0,"aOTU_61"
"62","d__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Burkholderiales","f__Burkholderiaceae","g__PHCI01",0,0.539797380687759,0.0014046831251188,0,0.0097154087709418,0.00418,0,0,0,0,0.0113661466928912,0,0,0.0087909857905589,0,0,0,0,0,0,"aOTU_62"
"63","d__Bacteria","p__Desulfobacterota","c__Desulfovibrionia","o__Desulfovibrionales","f__Desulfomicrobiaceae","g__Desulfomicrobium",0,0,0,0,0,0.03269,0,0.0255636448301178,0.0198107608783309,0,0.0072345355063061,0,0,0.345143226785646,0,0.0065174322198148,0,0.0465451430181201,0.0573230389111584,0.0026788220359154,"aOTU_63"
"64","d__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Xanthomonadales","f__Xanthomonadaceae","g__GCA-002840015",0,0.64284318060294,0.0050833003445476,0,0.620285658958369,0.00124,0,0,0,0,0.0040557244505049,0,0,0.0137142102108332,0,0,0,0,0,0,"aOTU_64"
"65","d__Bacteria","p__Elusimicrobiota","c__Elusimicrobia","o__Elusimicrobiales","f__UBA9959","g__UBA9959",0,0,0,0,0,0,0,0,0,0,0.0040135651526826,0,0,0,0,0,0,0,0,0,"aOTU_65"
"66","d__Bacteria","p__Chloroflexota","c__Anaerolineae","o__Anaerolineales","f__Anaerolineaceae","g__UBA6107",0,0,0.0006907735838819,0,0.0088756780801484,0,0.0060548827409521,0,0.0569390393885962,0.229800380959291,0.0040810200291983,0,0.106483785730566,0.401913519997025,0,0,0.0005079433698378,0.0172262451604532,0.176748336556032,0,"aOTU_66"
"67","d__Bacteria","p__Atribacterota","c__JS1","o__SB-45","f__34-128","g__34-128",0,0,0.0021119823928257,0,0.0128540743037434,0,0,0.0005902140220517,0.141652470579319,0,0.001762258648972,0,0,0,0,0,0,0,0,0.0248717084015955,"aOTU_67"
"68","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__F082","g__UBA6192",0,0,0,0,0,0,0,0,0,0,0.001450279845087,0,0,0.584127299059431,0,0,0,0,0.0015593412125567,0,"aOTU_68"
"69","d__Archaea","p__Halobacteriota","c__Methanosarcinia","o__Methanosarcinales","f__Methanoperedenaceae","g__Methanoperedens_A",0,0,0,0,0,0,0,0,0,0,0.0008684815351393,0,0,0,0,0,0,0,0,0,"aOTU_69"
"70","d__Bacteria","p__Actinomycetota","c__Actinomycetes","o__Actinomycetales","f__Demequinaceae","g__Demequina",0,0,0,0,0,0,0,0,0,0,0.0006239576077699,0,0,0,0,0,0,0,0,0,"aOTU_70"
"71","d__Bacteria","p__Desulfobacterota","c__QYQD01","o__QYQD01","f__QYQD01","g__QYQD01",0,0.0036587445252903,0,0.0020553967758831,0.0085934735037342,0,0.0001698241113967,0.930612581594872,0.160354099218649,0.260813883194632,0.0005986620290766,0,0,0,0.0147790411957412,0,0,0.0033424057774013,0,0,"aOTU_71"
