#mpa_vJan25_CHOCOPhlAnSGB_202503
#/home/gamaliellysandergl.c/software/miniforge3/envs/metaphlan4/bin/metaphlan --input_type fastq /work/ebg_lab/eb/AIWIP_GOWN_metagenome/100_denitrificationindex/10_trimnfiltering/01_trimmed/19GWE00520-E10-GOWN1124_1.clean.corrected.fastq.gz,/work/ebg_lab/eb/AIWIP_GOWN_metagenome/100_denitrificationindex/10_trimnfiltering/01_trimmed/19GWE00520-E10-GOWN1124_2.clean.corrected.fastq.gz -t rel_ab_w_read_stats --db_dir /home/gamaliellysandergl.c/database/metaphlan --index mpa_vJan25_CHOCOPhlAnSGB_202503 --mapout /scratch/39035758/19GWE00520-E10-GOWN1124.bowtie2.bz2 --tmp_dir /scratch/39035758/tmp --nproc 10 -o 19GWE00520-E10-GOWN1124_mpa_vJan25_CHOCOPhlAnSGB_202503.mp4.txt
#147696628 reads processed
#SampleID	Metaphlan_Analysis
#Estimated reads mapped to known clades: 41220617
#clade_name	clade_taxid	relative_abundance	coverage	estimated_number_of_reads_from_the_clade
UNCLASSIFIED	-1	72.09102	-	106476011
k__Bacteria	2	27.862708863696877	6.703517564953993	41155574
k__Archaea	2157	0.04626750101742337	0.011131830661098503	65043
k__Bacteria|p__Pseudomonadota	2|1224	25.183455505377214	6.058913654615941	37666654
k__Bacteria|p__Thermodesulfobacteriota	2|200940	1.5261074819847615	0.36716794810968195	1676370
k__Bacteria|p__Bacteroidota	2|976	0.5178594291401832	0.12459246016888634	779623
k__Bacteria|p__Nitrospirota	2|40117	0.3642707504098875	0.08764058670180831	269384
k__Bacteria|p__Campylobacterota	2|29547	0.10725419616959704	0.025804400210483934	323818
k__Bacteria|p__Actinomycetota	2|201174	0.08199378166189414	0.01972710692521756	175225
k__Archaea|p__Methanobacteriota	2157|28890	0.04539953185248075	0.010922646883151066	60954
k__Bacteria|p__Candidatus_Saccharibacteria	2|95818	0.03510111957390117	0.008444889782423526	25799
k__Bacteria|p__Myxococcota	2|2818505	0.024367327264032054	0.0058623082253476295	77437
k__Bacteria|p__Bacteria_unclassified	2|	0.007859167744303548	0.0018910619199853853	49311
k__Bacteria|p__Candidatus_Parcubacteria	2|221216	0.0055706316823969735	0.0013402768653363883	2590
k__Bacteria|p__Lentisphaerota	2|256845	0.0020429370698970867	0.0004917404634670274	11397
k__Bacteria|p__Acidobacteriota	2|57723	0.0014038215111451292	0.0003378366193892045	20589
k__Bacteria|p__Firmicutes	2|1239	0.001267067526958029	0.0003045782513822772	6976
k__Bacteria|p__Elusimicrobiota	2|74152	0.0012056677789556577	0.00029001969050979965	2499
k__Archaea|p__Thermoplasmatota	2157|2283796	0.0008707600625790862	0.00020918377794743793	4089
k__Bacteria|p__Candidatus_Omnitrophota	2|67812	0.000817733007486129	0.00019646852729868943	3843
k__Bacteria|p__Mycoplasmatota	2|544448	0.0006502791492978432	0.0001564160188783371	2975
k__Bacteria|p__Thermomicrobiota	2|3027942	0.0006419064563884289	0.00015424915442072544	9940
k__Bacteria|p__Chloroflexota	2|200795	0.0005079433698378002	0.00012232820720249664	26361
k__Bacteria|p__Planctomycetota	2|203682	0.00016187206291534294	3.911096617737753e-05	10314
k__Bacteria|p__Verrucomicrobiota	2|74201	0.00011721770073180006	2.8535536073132628e-05	8993
k__Bacteria|p__Candidatus_Cryosericota	2|2498705	4.744525982001431e-05	1.1587994080782071e-05	5476
k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria	2|1224|28216	19.106225665803215	4.596786403811952	28067964
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria	2|1224|1236	5.069213431233244	1.2196075152337555	7824319
k__Bacteria|p__Thermodesulfobacteriota|c__CFGB2255	2|200940|	0.968516834091771	0.2330165322226427	875101
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria	2|1224|28211	0.6612613314973582	0.15909371884226403	1322626
k__Bacteria|p__Thermodesulfobacteriota|c__CFGB10823	2|200940|	0.4562782727914412	0.10977613088744992	463078
k__Bacteria|p__Bacteroidota|c__Flavobacteriia	2|976|117743	0.4261477419080956	0.10252743790616413	531296
k__Bacteria|p__Nitrospirota|c__CFGB5004	2|40117|	0.3325521987713897	0.08000916996270763	206886
k__Bacteria|p__Pseudomonadota|c__CFGB8809	2|1224|	0.19837142220511628	0.04772660666720689	267812
k__Bacteria|p__Campylobacterota|c__Epsilonproteobacteria	2|29547|3031852	0.10725419616959704	0.025804400210483934	323818
k__Bacteria|p__Pseudomonadota|c__CFGB32956	2|1224|	0.08872542676106324	0.021346240616663823	73614
k__Bacteria|p__Actinomycetota|c__Actinomycetes	2|201174|1760	0.07219494006024296	0.017369445945499527	142079
k__Bacteria|p__Pseudomonadota|c__CFGB2779	2|1224|	0.05851116894862353	0.014077131804698556	70253
k__Bacteria|p__Bacteroidota|c__CFGB4833	2|976|	0.04949936048045728	0.011909304154478802	31015
k__Bacteria|p__Thermodesulfobacteriota|c__Desulfobulbia	2|200940|3031451	0.0476908588120238	0.011473710105310514	41299
k__Bacteria|p__Thermodesulfobacteriota|c__CFGB34348	2|200940|	0.04047638842174515	0.009738243742159088	143089
k__Archaea|p__Methanobacteriota|c__Methanobacteria	2157|28890|183925	0.028402965246369743	0.006833319300971978	29295
k__Bacteria|p__Bacteroidota|c__CFGB6745	2|976|	0.026326537404835	0.006334104059062713	37940
k__Bacteria|p__Myxococcota|c__Myxococcota_unclassified	2|2818505|	0.024367327264032054	0.0058623082253476295	77437
k__Bacteria|p__Nitrospirota|c__CFGB10821	2|40117|	0.021414557564645283	0.005152328802507213	18003
k__Archaea|p__Methanobacteriota|c__Methanomicrobia	2157|28890|224756	0.01699656660611101	0.004089327582179087	31659
k__Bacteria|p__Candidatus_Saccharibacteria|c__CFGB52877	2|95818|	0.01631837848044845	0.0039258325788962024	9908
k__Bacteria|p__Bacteroidota|c__CFGB7452	2|976|	0.01184736046682122	0.0028503136389762635	159734
k__Bacteria|p__Candidatus_Saccharibacteria|c__CFGB1597	2|95818|	0.011308717222982234	0.002720499651912835	12748
k__Bacteria|p__Bacteria_unclassified|c__Bacteria_unclassified	2||	0.007859167744303548	0.0018910619199853853	49311
k__Bacteria|p__Candidatus_Saccharibacteria|c__CFGB3534	2|95818|	0.007476814768106961	0.0017985575516144897	3143
k__Bacteria|p__Thermodesulfobacteriota|c__Desulfobaccia	2|200940|3031647	0.006631172784256118	0.0015957043265263822	46702
k__Bacteria|p__Nitrospirota|c__Nitrospiria	2|40117|203693	0.0065641912409808035	0.0015790607868876388	25285
k__Bacteria|p__Candidatus_Parcubacteria|c__CFGB14508	2|221216|	0.0055706316823969735	0.0013402768653363883	2590
k__Bacteria|p__Actinomycetota|c__CFGB11714	2|201174|	0.004875698170915588	0.001173230225517723	8331
k__Bacteria|p__Thermodesulfobacteriota|c__CFGB8790	2|200940|	0.004596608407268445	0.0011060799638375868	57840
k__Bacteria|p__Bacteroidota|c__CFGB87139	2|976|	0.002902533541930287	0.0006984097167296023	10365
k__Bacteria|p__Actinomycetota|c__CFGB34497	2|201174|	0.0025090169751878157	0.0006033280977661321	15434
k__Bacteria|p__Actinomycetota|c__CFGB33775	2|201174|	0.0021936455422665443	0.0005276257359568169	4671
k__Bacteria|p__Nitrospirota|c__CFGB6263	2|40117|	0.002070846046261801	0.000498157401755234	15727
k__Bacteria|p__Lentisphaerota|c__CFGB88027	2|256845|	0.001752683715704058	0.0004214071310330908	4134
k__Bacteria|p__Nitrospirota|c__CFGB13538	2|40117|	0.001668956786609915	0.00040186974795060755	3483
k__Bacteria|p__Elusimicrobiota|c__CFGB3937	2|74152|	0.0012056677789556577	0.00029001969050979965	2499
k__Bacteria|p__Firmicutes|c__CFGB8996	2|1239|	0.001200085983682715	0.00028896521807281623	3665
k__Bacteria|p__Bacteroidota|c__CFGB14526	2|976|	0.0010689137947685577	0.0002572728294979989	5693
