#mpa_vJan25_CHOCOPhlAnSGB_202503
#/home/gamaliellysandergl.c/software/miniforge3/envs/metaphlan4/bin/metaphlan --input_type fastq /work/ebg_lab/eb/AIWIP_GOWN_metagenome/100_denitrificationindex/10_trimnfiltering/01_trimmed/19GWC19053-C21-GOWN760_1.clean.corrected.fastq.gz,/work/ebg_lab/eb/AIWIP_GOWN_metagenome/100_denitrificationindex/10_trimnfiltering/01_trimmed/19GWC19053-C21-GOWN760_2.clean.corrected.fastq.gz -t rel_ab_w_read_stats --db_dir /home/gamaliellysandergl.c/database/metaphlan --index mpa_vJan25_CHOCOPhlAnSGB_202503 --mapout /scratch/39035758/19GWC19053-C21-GOWN760.bowtie2.bz2 --tmp_dir /scratch/39035758/tmp --nproc 10 -o 19GWC19053-C21-GOWN760_mpa_vJan25_CHOCOPhlAnSGB_202503.mp4.txt
#75588444 reads processed
#SampleID	Metaphlan_Analysis
#Estimated reads mapped to known clades: 7980196
#clade_name	clade_taxid	relative_abundance	coverage	estimated_number_of_reads_from_the_clade
UNCLASSIFIED	-1	89.44257	-	67608248
k__Bacteria	2	6.7164977686700365	0.7993619082194362	6662433
k__Archaea	2157	3.840930824515451	0.4571272631789965	1317763
k__Archaea|p__Methanobacteriota	2157|28890	3.7964354859666116	0.45183156151371534	1290425
k__Bacteria|p__Pseudomonadota	2|1224	2.0790195142273333	0.2474339344732529	4395197
k__Bacteria|p__Thermodesulfobacteriota	2|200940	1.5360499059369446	0.1828125607730077	822782
k__Bacteria|p__Campylobacterota	2|29547	1.196028914721938	0.14234502682423633	670658
k__Bacteria|p__Firmicutes	2|1239	0.6989387238689554	0.08318401321524146	198945
k__Bacteria|p__Candidatus_Omnitrophota	2|67812	0.4286379353404867	0.05101419083063072	100235
k__Bacteria|p__Nitrospirota	2|40117	0.31346377958884825	0.037306785083524495	132729
k__Bacteria|p__Chloroflexota	2|200795	0.22980038095929056	0.02734960938811929	106659
k__Bacteria|p__Candidatus_Saccharibacteria	2|95818	0.09372251659314484	0.01115431230456367	35537
k__Bacteria|p__Bacteroidota	2|976	0.06507704559125467	0.007745146476407278	48650
k__Archaea|p__Nitrososphaerota	2157|651137	0.037416582677108685	0.004453149526196502	17041
k__Bacteria|p__Actinomycetota	2|201174	0.03377849278389697	0.004020075492046328	75761
k__Bacteria|p__Kiritimatiellota	2|134625	0.012161101996490363	0.0014473876520808766	23430
k__Bacteria|p__Planctomycetota	2|203682	0.00800886533079051	0.0009531330072701807	8773
k__Bacteria|p__Thermomicrobiota	2|3027942	0.007158992329039078	0.0008520013508518949	12337
k__Archaea|p__Thermoplasmatota	2157|2283796	0.007079811614590187	0.0008425521390846419	10297
k__Bacteria|p__Candidatus_Methylomirabilota	2|640293	0.006232050098557393	0.0007417613242870233	15504
k__Bacteria|p__Candidatus_Roizmanbacteria	2|1752723	0.002819889177239844	0.0003356650519186965	6191
k__Bacteria|p__Candidatus_Parcubacteria	2|221216	0.002581291291033852	0.0003072206175937731	2646
k__Bacteria|p__Elusimicrobiota	2|74152	0.0019700161754884118	0.00023444144875916012	2952
k__Bacteria|p__Gemmatimonadota	2|142182	0.0010472969164440004	0.00012464290564436048	3447
k__Archaea|p__Methanobacteriota|c__Methanobacteria	2157|28890|183925	3.0968495917248937	0.3685705933992721	979544
k__Bacteria|p__Campylobacterota|c__Epsilonproteobacteria	2|29547|3031852	1.196028914721938	0.14234502682423633	670658
k__Bacteria|p__Thermodesulfobacteriota|c__Desulfobulbia	2|200940|3031451	1.1320762352758578	0.13473368934214208	468219
k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria	2|1224|28216	1.0314027076969596	0.12275207357091379	3925926
k__Archaea|p__Methanobacteriota|c__Methanomicrobia	2157|28890|224756	0.6995858942417177	0.08326096811444322	310881
k__Bacteria|p__Firmicutes|c__CFGB8920	2|1239|	0.5246704173098206	0.06244351716836081	147066
k__Bacteria|p__Pseudomonadota|c__CFGB74353	2|1224|	0.521397614445933	0.062053991733340905	49782
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria	2|1224|28211	0.48772575169082727	0.058046549691315855	333959
k__Bacteria|p__Candidatus_Omnitrophota|c__CFGB25749	2|67812|	0.32134384429080187	0.03824470004319492	67698
k__Bacteria|p__Thermodesulfobacteriota|c__CFGB40977	2|200940|	0.2608138831946322	0.031040688406701034	108931
k__Bacteria|p__Chloroflexota|c__CFGB91799	2|200795|	0.22980038095929056	0.02734960938811929	106659
k__Bacteria|p__Nitrospirota|c__CFGB13538	2|40117|	0.19573578186051824	0.023295422122684952	62280
k__Bacteria|p__Firmicutes|c__CFGB89099	2|1239|	0.1716226149536826	0.020425622834163465	42688
k__Bacteria|p__Thermodesulfobacteriota|c__CFGB2255	2|200940|	0.11655190018304915	0.01387133795391913	187146
k__Bacteria|p__Candidatus_Omnitrophota|c__CFGB10113	2|67812|	0.10341740327026709	0.012308211771099042	21872
k__Bacteria|p__Candidatus_Saccharibacteria|c__CFGB86280	2|95818|	0.09372251659314484	0.01115431230456367	35537
k__Bacteria|p__Nitrospirota|c__CFGB5004	2|40117|	0.0780225645322187	0.009285821939806557	46235
k__Bacteria|p__Bacteroidota|c__Bacteroidia	2|976|200643	0.042336344401533124	0.005038650399995319	28721
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria	2|1224|1236	0.038230560421643286	0.004549973574038184	83008
k__Archaea|p__Nitrososphaerota|c__Nitrososphaeria	2157|651137|1643678	0.037416582677108685	0.004453149526196502	17041
k__Bacteria|p__Actinomycetota|c__Actinomycetes	2|201174|1760	0.03161633140801258	0.0037627604423173724	63352
k__Bacteria|p__Nitrospirota|c__CFGB75857	2|40117|	0.02340793067681086	0.002785911175735107	8998
k__Bacteria|p__Bacteroidota|c__Chitinophagia	2|976|1853228	0.022740701189721543	0.002706496076411959	19929
k__Bacteria|p__Thermodesulfobacteriota|c__CFGB34348	2|200940|	0.0139674780287844	0.0016623476259788627	25798
k__Bacteria|p__Kiritimatiellota|c__CFGB56764	2|134625|	0.012161101996490363	0.0014473876520808766	23430
k__Bacteria|p__Nitrospirota|c__CFGB11036	2|40117|	0.010048560534993946	0.001195930814416042	6346
k__Bacteria|p__Planctomycetota|c__Candidatus_Brocadiia	2|203682|2517206	0.00800886533079051	0.0009531330072701807	8773
k__Bacteria|p__Thermodesulfobacteriota|c__CFGB10823	2|200940|	0.007847336673314772	0.0009339174500792337	12377
k__Bacteria|p__Thermomicrobiota|c__CFGB2607	2|3027942|	0.007158992329039078	0.0008520013508518949	12337
k__Bacteria|p__Nitrospirota|c__Nitrospiria	2|40117|203693	0.00624894198430649	0.0007436990308818372	8870
k__Archaea|p__Thermoplasmatota|c__CFGB9271	2157|2283796|	0.004656881752454119	0.0005542502729911135	5130
k__Bacteria|p__Thermodesulfobacteriota|c__Desulfuromonadia	2|200940|3031651	0.004398224751921074	0.0005234015980459158	6729
k__Bacteria|p__Candidatus_Methylomirabilota|c__Candidatus_Methylomirabilia	2|640293|3159502	0.003194677892297928	0.0003802393135510005	5172
k__Bacteria|p__Candidatus_Methylomirabilota|c__CFGB10892	2|640293|	0.003037372206259465	0.00036152201073602283	10332
k__Bacteria|p__Firmicutes|c__Clostridia	2|1239|186801	0.002645691605452283	0.0003148732127171966	9191
k__Bacteria|p__Candidatus_Parcubacteria|c__CFGB3846	2|221216|	0.002581291291033852	0.0003072206175937731	2646
k__Archaea|p__Thermoplasmatota|c__CFGB14502	2157|2283796|	0.0024229298621360694	0.00028830186609352847	5167
k__Bacteria|p__Candidatus_Roizmanbacteria|c__CFGB3972	2|1752723|	0.002171663061618255	0.0002584508043888684	3002
k__Bacteria|p__Elusimicrobiota|c__CFGB3937	2|74152|	0.0019700161754884118	0.00023444144875916012	2952
k__Bacteria|p__Candidatus_Omnitrophota|c__CFGB2160	2|67812|	0.0017958186037008515	0.00021372551598949132	4330
k__Bacteria|p__Actinomycetota|c__Coriobacteriia	2|201174|84998	0.0015899487461337345	0.000189165093363208	3404
k__Bacteria|p__Candidatus_Omnitrophota|c__CFGB6121	2|67812|	0.0010758019736456011	0.00012808756045200464	3882
k__Bacteria|p__Gemmatimonadota|c__CFGB24752	2|142182|	0.0010472969164440004	0.00012464290564436048	3447
k__Bacteria|p__Candidatus_Omnitrophota|c__CFGB3379	2|67812|	0.0010040114592119397	0.0001194659398952576	2453
k__Bacteria|p__Candidatus_Roizmanbacteria|c__Candidatus_Roizmanbacteria_unclassified	2|1752723|	0.0006492818584809075	7.721424752982812e-05	3189
k__Bacteria|p__Actinomycetota|c__Thermoleophilia	2|201174|1497346	0.0005722126297506534	6.81499563657478e-05	9005
k__Bacteria|p__Thermodesulfobacteriota|c__CFGB72811	2|200940|	0.0002681586862669114	3.191889299640353e-05	6026
k__Bacteria|p__Pseudomonadota|c__CFGB44639	2|1224|	0.0002628799719703186	3.1345903644188e-05	2522
k__Bacteria|p__Thermodesulfobacteriota|c__CFGB36043	2|200940|	0.0001277448859775444	1.5259503145049124e-05	7556
k__Archaea|p__Methanobacteriota|c__Methanobacteria|o__Methanobacteriales	2157|28890|183925|2158	3.0968495917248937	0.3685705933992721	979544
k__Bacteria|p__Campylobacterota|c__Epsilonproteobacteria|o__Campylobacterales	2|29547|3031852|213849	1.196028914721938	0.14234502682423633	670658
k__Bacteria|p__Thermodesulfobacteriota|c__Desulfobulbia|o__Desulfobulbales	2|200940|3031451|3024411	1.1320762352758578	0.13473368934214208	468219
k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Nitrosomonadales	2|1224|28216|32003	0.8594084712567968	0.10228229098408757	3552359
k__Archaea|p__Methanobacteriota|c__Methanomicrobia|o__Methanomicrobiales	2157|28890|224756|2191	0.6989798978404688	0.08318890148341539	302550
k__Bacteria|p__Firmicutes|c__CFGB8920|o__OFGB8920	2|1239||	0.5246704173098206	0.06244351716836081	147066
k__Bacteria|p__Pseudomonadota|c__CFGB74353|o__OFGB74353	2|1224||	0.521397614445933	0.062053991733340905	49782
k__Bacteria|p__Candidatus_Omnitrophota|c__CFGB25749|o__OFGB25749	2|67812||	0.32134384429080187	0.03824470004319492	67698
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Sphingomonadales	2|1224|28211|204457	0.31262446401569005	0.03720695118359122	182173
k__Bacteria|p__Thermodesulfobacteriota|c__CFGB40977|o__OFGB40977	2|200940||	0.2608138831946322	0.031040688406701034	108931
k__Bacteria|p__Chloroflexota|c__CFGB91799|o__OFGB91799	2|200795||	0.22980038095929056	0.02734960938811929	106659
k__Bacteria|p__Nitrospirota|c__CFGB13538|o__OFGB13538	2|40117||	0.19573578186051824	0.023295422122684952	62280
k__Bacteria|p__Firmicutes|c__CFGB89099|o__OFGB89099	2|1239||	0.1716226149536826	0.020425622834163465	42688
k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales	2|1224|28216|80840	0.16953013260651326	0.02017655075714444	280783
k__Bacteria|p__Thermodesulfobacteriota|c__CFGB2255|o__OFGB2255	2|200940||	0.11655190018304915	0.01387133795391913	187146
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Hyphomicrobiales	2|1224|28211|356	0.10761292539319899	0.012807553032621547	105561
k__Bacteria|p__Candidatus_Omnitrophota|c__CFGB10113|o__OFGB10113	2|67812||	0.10341740327026709	0.012308211771099042	21872
k__Bacteria|p__Candidatus_Saccharibacteria|c__CFGB86280|o__OFGB86280	2|95818||	0.09372251659314484	0.01115431230456367	35537
k__Bacteria|p__Nitrospirota|c__CFGB5004|o__OFGB5004	2|40117||	0.0780225645322187	0.009285821939806557	46235
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Caulobacterales	2|1224|28211|204458	0.06748836228193823	0.008032045475103087	46225
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Marinilabiliales	2|976|200643|1970189	0.042336344401533124	0.005038650399995319	28721
k__Archaea|p__Nitrososphaerota|c__Nitrososphaeria|o__Nitrosopumilales	2157|651137|1643678|31932	0.037416582677108685	0.004453149526196502	17041
k__Bacteria|p__Nitrospirota|c__CFGB75857|o__OFGB75857	2|40117||	0.02340793067681086	0.002785911175735107	8998
k__Bacteria|p__Bacteroidota|c__Chitinophagia|o__Chitinophagales	2|976|1853228|1853229	0.022740701189721543	0.002706496076411959	19929
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Micrococcales	2|201174|1760|85006	0.020845642757244744	0.0024809153095848727	32886
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales	2|1224|1236|72274	0.01711675897813163	0.0020371492687906814	28694
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Moraxellales	2|1224|1236|2887326	0.01532727483158669	0.0018242232526945107	8302
k__Bacteria|p__Thermodesulfobacteriota|c__CFGB34348|o__OFGB34348	2|200940||	0.0139674780287844	0.0016623476259788627	25798
k__Bacteria|p__Kiritimatiellota|c__CFGB56764|o__OFGB56764	2|134625||	0.012161101996490363	0.0014473876520808766	23430
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Propionibacteriales	2|201174|1760|85009	0.010770688650767834	0.0012818451327325	30466
k__Bacteria|p__Nitrospirota|c__CFGB11036|o__OFGB11036	2|40117||	0.010048560534993946	0.001195930814416042	6346
k__Bacteria|p__Planctomycetota|c__Candidatus_Brocadiia|o__Candidatus_Brocadiales	2|203682|2517206|1127829	0.00800886533079051	0.0009531330072701807	8773
k__Bacteria|p__Thermodesulfobacteriota|c__CFGB10823|o__OFGB10823	2|200940||	0.007847336673314772	0.0009339174500792337	12377
k__Bacteria|p__Thermomicrobiota|c__CFGB2607|o__OFGB2607	2|3027942||	0.007158992329039078	0.0008520013508518949	12337
k__Bacteria|p__Nitrospirota|c__Nitrospiria|o__Nitrospirales	2|40117|203693|189778	0.00624894198430649	0.0007436990308818372	8870
k__Archaea|p__Thermoplasmatota|c__CFGB9271|o__OFGB9271	2157|2283796||	0.004656881752454119	0.0005542502729911135	5130
k__Bacteria|p__Thermodesulfobacteriota|c__Desulfuromonadia|o__Geobacterales	2|200940|3031651|3031668	0.004398224751921074	0.0005234015980459158	6729
k__Bacteria|p__Candidatus_Methylomirabilota|c__Candidatus_Methylomirabilia|o__Candidatus_Methylomirabilales	2|640293|3159502|3159503	0.003194677892297928	0.0003802393135510005	5172
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Lysobacterales	2|1224|1236|135614	0.003066933006320384	0.00036499691719359253	5278
k__Bacteria|p__Candidatus_Methylomirabilota|c__CFGB10892|o__OFGB10892	2|640293||	0.003037372206259465	0.00036152201073602283	10332
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales	2|1239|186801|186802	0.002645691605452283	0.0003148732127171966	9191
k__Bacteria|p__Candidatus_Parcubacteria|c__CFGB3846|o__OFGB3846	2|221216||	0.002581291291033852	0.0003072206175937731	2646
k__Archaea|p__Thermoplasmatota|c__CFGB14502|o__OFGB14502	2157|2283796||	0.0024229298621360694	0.00028830186609352847	5167
k__Bacteria|p__Candidatus_Roizmanbacteria|c__CFGB3972|o__OFGB3972	2|1752723||	0.002171663061618255	0.0002584508043888684	3002
k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Rhodocyclales	2|1224|28216|206389	0.002133656318682787	0.00025392090609766617	80843
