"","OTUs","Kingdom","Phylum","Class","Order","Family","Genus","Species","C1","C3","C4","C5","C8","C9","C10","C12","C13","C15","C17","C18","C19","C20","C21","C24","E1","E2","E6","E9","E10","E14","E19","E21","E23"
"12868","bOTU_12868","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Pasla-948_A","f__Palsa-948_A","g__JABEUT01","g__JABEUT01",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12869","bOTU_12869","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Sphingobacteriales","f__Sphingobacteriaceae","g__Daejeonella","s__Daejeonella schmidteae_B",0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12870","bOTU_12870","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Sphingobacteriales","f__Sphingobacteriaceae","g__Mucilaginibacter","s__Mucilaginibacter sp903644075",0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12871","bOTU_12871","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__UBA7662","f__UBA7662","g__SYHX01","g__SYHX01",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12872","bOTU_12872","d__Bacteria","p__Bacteroidota","c__Ignavibacteria","o__Ignavibacteriales","f__Ignavibacteriaceae","g__BMS3ABIN03","g__BMS3ABIN03",0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,7,0,0,0,0,0,0,0,0,0
"12873","bOTU_12873","d__Bacteria","p__Bacteroidota","c__Ignavibacteria","o__Ignavibacteriales","f__Ignavibacteriaceae","g__H2-BAC3","g__H2-BAC3",0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0
"12874","bOTU_12874","d__Bacteria","p__Bacteroidota","c__Ignavibacteria","o__Ignavibacteriales","f__Ignavibacteriaceae","g__IGN2","g__IGN2",0,0,0,0,0,0,0,0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"12875","bOTU_12875","d__Bacteria","p__Bacteroidota","c__Ignavibacteria","o__Ignavibacteriales","f__Ignavibacteriaceae","g__JAGXRK01","s__JAGXRK01 sp022865965",0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,1,0,0,0,3,0,0,0,1,0
"12876","bOTU_12876","d__Bacteria","p__Bacteroidota","c__Kapaibacteriia","o__Kapaibacteriales","f__UBA2268","g__GWF2-33-9","g__GWF2-33-9",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"12877","bOTU_12877","d__Bacteria","p__Bacteroidota","c__Kryptoniia","o__Kryptoniales","f__Kryptoniaceae","g__Kryptonium","g__Kryptonium",0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1
"12878","bOTU_12878","d__Bacteria","p__Bacteroidota","c__Rhodothermia","o__Rhodothermales","f__Rhodothermaceae","g__Rhodothermus","g__Rhodothermus",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12879","bOTU_12879","d__Bacteria","p__Bacteroidota","c__SZUA-365","o__SZUA-365","f__SZUA-365","g__JACRFB01","g__JACRFB01",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"12880","bOTU_12880","d__Bacteria","p__Bacteroidota","c__SZUA-365","o__SZUA-365","f__SZUA-365","g__SZUA-365","g__SZUA-365",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
"12881","bOTU_12881","d__Bacteria","p__Bacteroidota","c__UBA10030","o__UBA10030","f__SZUA-254","g__PNNN01","s__PNNN01 sp016214905",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12882","bOTU_12882","d__Bacteria","p__Bacteroidota","c__UBA10030","o__UBA10030","f__UBA10030","g__UBA6688","s__UBA6688 sp002454845",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"12883","bOTU_12883","d__Bacteria","p__Bacteroidota","c__UBA10030","o__UBA10030","f__UBA8401","g__JACFMZ01","g__JACFMZ01",0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
"12884","bOTU_12884","d__Bacteria","p__Bacteroidota","c__UBA10030","o__UBA10030","f__UBA8401","g__SXSI01","g__SXSI01",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0
"12885","bOTU_12885","d__Bacteria","p__Bacteroidota","c__UBA10030","o__UBA10030","f__UBA8401","g__UBA8401","s__UBA8401 sp030679145",0,0,0,0,0,0,0,0,289,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"12886","bOTU_12886","d__Bacteria","p__Bdellovibrionota","p__Bdellovibrionota","p__Bdellovibrionota","p__Bdellovibrionota","p__Bdellovibrionota","p__Bdellovibrionota",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0
"12887","bOTU_12887","d__Bacteria","p__Bdellovibrionota","c__FAC87","o__UBA2466","f__JACKAF01","g__JACKAF01","g__JACKAF01",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0
"12888","bOTU_12888","d__Bacteria","p__CAIJMQ01","c__CAIJMQ01","o__CAIJMQ01","f__CAIJMQ01","g__CAIJMQ01","g__CAIJMQ01",0,0,0,0,0,0,0,0,2,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0
"12889","bOTU_12889","d__Bacteria","p__CSSED10-310","c__JACPHN01","o__JACPHN01","f__JACPHN01","g__JACPHN01","g__JACPHN01",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"12890","bOTU_12890","d__Bacteria","p__Campylobacterota","c__Campylobacteria","o__Campylobacterales","f__Helicobacteraceae","g__Helicobacter_E","g__Helicobacter_E",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12891","bOTU_12891","d__Bacteria","p__Campylobacterota","c__Campylobacteria","o__Campylobacterales","f__SZUA-545","g__SZUA-545","g__SZUA-545",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12892","bOTU_12892","d__Bacteria","p__Chloroflexota","c__Anaerolineae","o__Aggregatilineales","f__UBA3940","g__DRKO01","g__DRKO01",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"12893","bOTU_12893","d__Bacteria","p__Chloroflexota","c__Anaerolineae","o__Anaerolineales","f__Anaerolineaceae","g__Flexilinea","s__Flexilinea sp902795255",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12894","bOTU_12894","d__Bacteria","p__Chloroflexota","c__Anaerolineae","o__Anaerolineales","f__Villigracilaceae","g__CG2-30-58-95","s__CG2-30-58-95 sp001872165",0,0,0,0,0,0,0,0,1,0,0,8,0,7,1,0,0,0,3,0,10,1,1,0,0
"12895","bOTU_12895","d__Bacteria","p__Chloroflexota","c__Anaerolineae","o__Anaerolineales","f__Villigracilaceae","g__JAKANW01","g__JAKANW01",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12896","bOTU_12896","d__Bacteria","p__Chloroflexota","c__Anaerolineae","o__Anaerolineales","f__Villigracilaceae","g__RBG-16-51-16","g__RBG-16-51-16",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12897","bOTU_12897","d__Bacteria","p__Chloroflexota","c__Anaerolineae","o__Anaerolineales","f__Villigracilaceae","g__UBA12087","g__UBA12087",0,0,0,0,0,0,0,0,1,2,0,5,0,1,0,0,0,0,5,0,5,11,29,0,0
"12898","bOTU_12898","d__Bacteria","p__Chloroflexota","c__Anaerolineae","o__Anaerolineales","f__Villigracilaceae","g__UBA8950","s__UBA8950 sp002840685",0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0
"12899","bOTU_12899","d__Bacteria","p__Chloroflexota","c__Anaerolineae","o__Anaerolineales","f__Villigracilaceae","g__VFJR01","g__VFJR01",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12900","bOTU_12900","d__Bacteria","p__Chloroflexota","c__Anaerolineae","o__Anaerolineales","f__Villigracilaceae","g__Villigracilis","s__Villigracilis sp009885525",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12901","bOTU_12901","d__Bacteria","p__Chloroflexota","c__Anaerolineae","o__Anaerolineales","f__Villigracilaceae","g__Villigracilis","s__Villigracilis sp016789485",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
"12902","bOTU_12902","d__Bacteria","p__Chloroflexota","c__Anaerolineae","o__Anaerolineales","f__Villigracilaceae","g__Villigracilis","s__Villigracilis sp030824405",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0
"12903","bOTU_12903","d__Bacteria","p__Chloroflexota","c__Anaerolineae","o__Anaerolineales","f__Villigracilaceae","g__Villigracilis","s__Villigracilis sp919902735",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0
"12904","bOTU_12904","d__Bacteria","p__Chloroflexota","c__Anaerolineae","o__CG2-30-64-16","f__CG2-30-64-16","g__CAKZKT01","g__CAKZKT01",0,0,0,0,0,0,0,0,1,1,0,0,0,6,0,0,0,0,2,0,1,1,2,0,0
"12905","bOTU_12905","d__Bacteria","p__Chloroflexota","c__Anaerolineae","o__CG2-30-64-16","f__CG2-30-64-16","g__MO66","g__MO66",0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,1,2,2,0,0
"12906","bOTU_12906","d__Bacteria","p__Chloroflexota","c__Anaerolineae","o__Caldilineales","f__Caldilineaceae","g__JACQGT01","g__JACQGT01",0,0,0,0,0,0,0,0,2,0,0,0,0,1,2,73,0,0,0,0,6,46,84,0,0
"12907","bOTU_12907","d__Bacteria","p__Chloroflexota","c__Anaerolineae","o__J102","f__J102","g__SSF26","g__SSF26",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
"12908","bOTU_12908","d__Bacteria","p__Chloroflexota","c__Anaerolineae","o__JACIWP01","f__JACIWP01","g__JACIWP01","g__JACIWP01",0,0,0,0,0,0,0,0,2,0,0,0,1,7,0,2,0,0,0,0,0,0,0,0,1
"12909","bOTU_12909","d__Bacteria","p__Chloroflexota","c__Anaerolineae","o__Promineifilales","f__Promineifilaceae","g__Leptofilum","g__Leptofilum",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0
"12910","bOTU_12910","d__Bacteria","p__Chloroflexota","c__Anaerolineae","o__UBA2200","o__UBA2200","o__UBA2200","o__UBA2200",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
"12911","bOTU_12911","d__Bacteria","p__Chloroflexota","c__Anaerolineae","o__UBA2200","f__UBA2200","f__UBA2200","f__UBA2200",0,0,0,0,0,0,0,0,2,0,0,0,0,7,0,0,0,0,0,0,1,0,3,0,0
"12912","bOTU_12912","d__Bacteria","p__Chloroflexota","c__Anaerolineae","o__UBA4142","f__UBA4142","g__DAIDTM01","g__DAIDTM01",0,0,0,0,0,0,0,0,1,0,0,1,0,6,0,0,0,0,1,0,0,4,1,0,0
"12913","bOTU_12913","d__Bacteria","p__Chloroflexota","c__Dehalococcoidia","o__DSTF01","f__JACRBR01","g__JADMII01","s__JADMII01 sp015478665",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"12914","bOTU_12914","d__Bacteria","p__Chloroflexota","c__Dehalococcoidia","o__GIF9","f__AB-539-J10","g__E44-bin10","g__E44-bin10",0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"12915","bOTU_12915","d__Bacteria","p__Chloroflexota","c__Dehalococcoidia","o__GIF9","f__AB-539-J10","g__JAUWYX01","g__JAUWYX01",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"12916","bOTU_12916","d__Bacteria","p__Chloroflexota","c__Dehalococcoidia","o__JAUQQI01","f__JAUQQI01","g__JAUQQI01","g__JAUQQI01",0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"12917","bOTU_12917","d__Bacteria","p__Chloroflexota","c__Dehalococcoidia","o__QGNO01","f__JAPUKM01","g__JAPUKM01","g__JAPUKM01",0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,4,0,0,2,0,0,1,0,0,0
"12918","bOTU_12918","d__Bacteria","p__Chloroflexota","c__Dehalococcoidia","o__UBA3495","f__UBA3495","g__UBA11650","g__UBA11650",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"12919","bOTU_12919","d__Bacteria","p__Chloroflexota","c__Dormibacteria","o__Dormibacterales","f__Dormibacteraceae","g__CF-118","g__CF-118",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12920","bOTU_12920","d__Bacteria","p__Chloroflexota","c__Dormibacteria","o__Dormibacterales","f__Dormibacteraceae","g__Dormibacter","g__Dormibacter",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
"12921","bOTU_12921","d__Bacteria","p__Chloroflexota","c__Dormibacteria","o__UBA8260","f__UBA8260","g__JAFAJR01","g__JAFAJR01",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"12922","bOTU_12922","d__Bacteria","p__Chloroflexota","c__FW602-bin22","o__FW602-bin22","o__FW602-bin22","o__FW602-bin22","o__FW602-bin22",0,0,0,0,0,0,0,0,1,0,0,0,0,19,0,8,0,0,0,0,0,34,0,0,0
"12923","bOTU_12923","d__Bacteria","p__Chloroflexota","c__FW602-bin22","o__FW602-bin22","f__JAMCYS01","g__JAMCYS01","g__JAMCYS01",0,0,0,0,0,0,0,0,3,0,0,0,0,24,0,3,0,0,0,0,0,1,0,0,0
"12924","bOTU_12924","d__Bacteria","p__Chloroflexota","c__JAHJIN01","o__JAHJIN01","f__JAHJIN01","g__JAHJIN01","g__JAHJIN01",0,0,0,0,0,0,0,0,1,0,0,1,0,3,1,2,0,0,0,0,0,1,1,0,1
"12925","bOTU_12925","d__Bacteria","p__Chloroflexota","c__Limnocylindria","o__Limnocylindrales","f__CSP1-4","g__UBA5189","s__UBA5189 sp001795245",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,1,2,0,0
"12926","bOTU_12926","d__Bacteria","p__Cyanobacteriota","c__Cyanobacteriia","o__Cyanobacteriales","f__Nostocaceae","g__Stigonema","g__Stigonema",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12927","bOTU_12927","d__Bacteria","p__Cyanobacteriota","c__Cyanobacteriia","o__Leptolyngbyales","f__Leptolyngbyaceae","g__Leptolyngbya","g__Leptolyngbya",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12928","bOTU_12928","d__Bacteria","p__Cyanobacteriota","c__Cyanobacteriia","o__PCC-9006","f__Prochlorotrichaceae","g__Prochlorothrix","g__Prochlorothrix",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12929","bOTU_12929","d__Bacteria","p__Cyanobacteriota","c__Vampirovibrionia","o__Gastranaerophilales","o__Gastranaerophilales","o__Gastranaerophilales","o__Gastranaerophilales",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"12930","bOTU_12930","d__Bacteria","p__Cyanobacteriota","c__Vampirovibrionia","o__Gastranaerophilales","f__Gastranaerophilaceae","g__Scatenecus","g__Scatenecus",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12931","bOTU_12931","d__Bacteria","p__Cyanobacteriota","c__Vampirovibrionia","o__Obscuribacterales","f__Obscuribacteraceae","g__CAILLX01","g__CAILLX01",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12932","bOTU_12932","d__Bacteria","p__Dependentiae","c__Babeliae","o__Babeliales","f__UASB340","g__UASB340","g__UASB340",0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0
"12933","bOTU_12933","d__Bacteria","p__Dependentiae","c__Babeliae","o__Babeliales","f__UBA12411","g__JAGMEA01","g__JAGMEA01",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,49,0,0,1,0,0,0,1,0,0
"12934","bOTU_12934","d__Bacteria","p__Desulfobacterota","c__BSN033","o__BSN033","f__UBA1163","g__RBG-16-49-23","s__RBG-16-49-23 sp020724025",0,0,0,0,0,0,0,0,1,1,0,0,0,37,1,0,0,0,4,0,2,0,0,0,0
"12935","bOTU_12935","d__Bacteria","p__Desulfobacterota","c__DSM-4660","o__Desulfatiglandales","f__Desulfatiglandaceae","g__B111-G9","g__B111-G9",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"12936","bOTU_12936","d__Bacteria","p__Desulfobacterota","c__DSM-4660","o__Desulfatiglandales","f__Desulfatiglandaceae","g__JAFDJF01","g__JAFDJF01",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12937","bOTU_12937","d__Bacteria","p__Desulfobacterota","c__DSM-4660","o__Desulfatiglandales","f__HGW-15","g__RPPU01","g__RPPU01",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"12938","bOTU_12938","d__Bacteria","p__Desulfobacterota","c__Desulfarculia","o__Adiutricales","f__Adiutricaceae","g__JAISMF01","g__JAISMF01",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12939","bOTU_12939","d__Bacteria","p__Desulfobacterota","c__Desulfarculia","o__Adiutricales","f__JAFDHD01","g__JAFDHD01","g__JAFDHD01",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12940","bOTU_12940","d__Bacteria","p__Desulfobacterota","c__Desulfobaccia","o__Desulfobaccales","f__0-14-0-80-60-11","g__SURF-52","s__SURF-52 sp003599195",0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"12941","bOTU_12941","d__Bacteria","p__Desulfobacterota","c__Desulfobaccia","o__Desulfobaccales","f__0-14-0-80-60-11","g__SURF-52","s__SURF-52 sp016208235",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12942","bOTU_12942","d__Bacteria","p__Desulfobacterota","c__Desulfobaccia","o__Desulfobaccales","f__0-14-0-80-60-11","g__SURF-52","s__SURF-52 sp020060385",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"12943","bOTU_12943","d__Bacteria","p__Desulfobacterota","c__Desulfobaccia","o__Desulfobaccales","f__0-14-0-80-60-11","g__SURF-52","s__SURF-52 sp021813445",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12944","bOTU_12944","d__Bacteria","p__Desulfobacterota","c__Desulfobaccia","o__Desulfobaccales","f__0-14-0-80-60-11","g__VGSO01","s__VGSO01 sp016874945",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"12945","bOTU_12945","d__Bacteria","p__Desulfobacterota","c__Desulfobacteria","o__C00003060","f__C00003060","g__JAFGFW01","g__JAFGFW01",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12946","bOTU_12946","d__Bacteria","p__Desulfobacterota","c__Desulfobacteria","o__Desulfobacterales","f__ASO4-4","g__Desulfobotulus","g__Desulfobotulus",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"12947","bOTU_12947","d__Bacteria","p__Desulfobacterota","c__Desulfobacteria","o__Desulfobacterales","f__Desulfobacteraceae","g__NBML01","g__NBML01",0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,1
"12948","bOTU_12948","d__Bacteria","p__Desulfobacterota","c__Desulfobacteria","o__Desulfobacterales","f__ETH-SRB1","g__B13-G4","s__B13-G4 sp013792055",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12949","bOTU_12949","d__Bacteria","p__Desulfobacterota","c__Desulfobacteria","o__Desulfobacterales","f__ETH-SRB1","g__B13-G4","s__B13-G4 sp030272815",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12950","bOTU_12950","d__Bacteria","p__Desulfobacterota","c__Desulfobulbia","o__Desulfobulbales","f__Desulfocapsaceae","g__Desulfopila_A","g__Desulfopila_A",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12951","bOTU_12951","d__Bacteria","p__Desulfobacterota","c__Desulfobulbia","o__Desulfobulbales","f__Desulfocapsaceae","g__PB-SRB1","g__PB-SRB1",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12952","bOTU_12952","d__Bacteria","p__Desulfobacterota","c__Desulfobulbia","o__Desulfobulbales","f__Desulfocapsaceae","g__UBA8130","g__UBA8130",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"12953","bOTU_12953","d__Bacteria","p__Desulfobacterota","c__Desulfobulbia","o__Desulfobulbales","f__Desulfurivibrionaceae","g__UBA5123","g__UBA5123",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"12954","bOTU_12954","d__Bacteria","p__Desulfobacterota","c__Desulfomonilia","o__Desulfomonilales","f__Desulfomonilaceae","g__JAUPKT01","g__JAUPKT01",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12955","bOTU_12955","d__Bacteria","p__Desulfobacterota","c__Desulfomonilia","o__Desulfomonilales","f__Desulfomonilaceae","g__VGSG01","g__VGSG01",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12956","bOTU_12956","d__Bacteria","p__Desulfobacterota","c__GWC2-55-46","o__GWC2-55-46","o__GWC2-55-46","o__GWC2-55-46","o__GWC2-55-46",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,1,4,0,0
"12957","bOTU_12957","d__Bacteria","p__Desulfobacterota","c__GWC2-55-46","o__GWC2-55-46","f__GWC2-55-46","f__GWC2-55-46","f__GWC2-55-46",0,0,0,0,0,0,0,0,1,0,0,3,0,0,4,45,0,0,0,0,0,20,33,0,0
"12958","bOTU_12958","d__Bacteria","p__Desulfobacterota","c__GWC2-55-46","o__GWC2-55-46","f__GWC2-55-46","g__GWA2-54-12","g__GWA2-54-12",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,12,0,0,0,0,0,2,1,0,0
"12959","bOTU_12959","d__Bacteria","p__Desulfobacterota","c__GWC2-55-46","o__GWC2-55-46","f__GWC2-55-46","g__GWB2-55-19","s__GWB2-55-19 sp001797465",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12960","bOTU_12960","d__Bacteria","p__Desulfobacterota","c__SM23-61","o__SM23-61","f__SM23-61","g__JAHJQK01","s__JAHJQK01 sp018819135",0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"12961","bOTU_12961","d__Bacteria","p__Desulfobacterota","c__SM23-61","o__SM23-61","f__SM23-61","g__JAHJQK01","s__JAHJQK01 sp029857975",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12962","bOTU_12962","d__Bacteria","p__Desulfobacterota","c__Syntrophia","o__Syntrophales","f__UBA2210","g__JAFGTS01","g__JAFGTS01",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"12963","bOTU_12963","d__Bacteria","p__Desulfobacterota","c__Syntrophia","o__Syntrophales","f__UBA2210","g__MLS-D","g__MLS-D",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,5,1,0,0
"12964","bOTU_12964","d__Bacteria","p__Desulfobacterota","c__Syntrophia","o__Syntrophales","f__UBA2210","g__UBA6078","g__UBA6078",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,34,0
"12965","bOTU_12965","d__Bacteria","p__Desulfobacterota","c__Syntrophobacteria","o__B119-G9","f__B119-G9","g__B119-G9","g__B119-G9",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0
"12966","bOTU_12966","d__Bacteria","p__Desulfobacterota","c__UBA8473","o__UBA8473","f__UBA8473","f__UBA8473","f__UBA8473",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"12967","bOTU_12967","d__Bacteria","p__Desulfobacterota","c__UBA8473","o__UBA8473","f__UBA8473","g__UBA8473","s__UBA8473 sp002782605",0,0,0,0,0,0,0,0,5,0,0,2,0,0,0,1,0,0,0,0,1,7,0,0,0
"12968","bOTU_12968","d__Bacteria","p__Desulfobacterota","c__Zymogenia","o__Zymogenales","f__Zymogenaceae","g__Zymogenus","g__Zymogenus",0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"12969","bOTU_12969","d__Bacteria","p__Desulfobacterota_B","c__Binatia","o__HRBIN30","f__JACQEN01","g__JACQEN01","g__JACQEN01",0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"12970","bOTU_12970","d__Bacteria","p__Desulfobacterota_B","c__Binatia","o__HRBIN30","f__JAGDMS01","g__JAGDMS01","g__JAGDMS01",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"12971","bOTU_12971","d__Bacteria","p__Desulfobacterota_D","c__UBA1144","o__UBA2774","f__CSP1-2","g__CSP1-2","g__CSP1-2",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"12972","bOTU_12972","d__Bacteria","p__Eisenbacteria","c__RBG-16-71-46","c__RBG-16-71-46","c__RBG-16-71-46","c__RBG-16-71-46","c__RBG-16-71-46",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
